"Sex","Age","Time","Value"
"Males","Population (hist&proj) 80-84, persons","1997",456.347
"Males","Population (hist&proj) 80-84, persons","1998",402.994
"Males","Population (hist&proj) 80-84, persons","1999",378.055
"Males","Population (hist&proj) 80-84, persons","2000",404.982
"Males","Population (hist&proj) 80-84, persons","2001",467.756
"Males","Population (hist&proj) 80-84, persons","2002",535.314
"Males","Population (hist&proj) 80-84, persons","2003",591.516
"Males","Population (hist&proj) 80-84, persons","2004",628.481
"Males","Population (hist&proj) 80-84, persons","2005",652.332
"Males","Population (hist&proj) 80-84, persons","2006",676.673
"Males","Population (hist&proj) 80-84, persons","2007",710.156
"Males","Population (hist&proj) 80-84, persons","2008",760.895
"Males","Population (hist&proj) 80-84, persons","2009",817.997
"Males","Population (hist&proj) 80-84, persons","2010",859.122
"Males","Population (hist&proj) 80-84, persons","2011",893.409
"Males","Population (hist&proj) 80-84, persons","2012",910.506
"Males","Population (hist&proj) 80-84, persons","2013",913.912
"Males","Population (hist&proj) 80-84, persons","2014",935.799
"Males","Population (hist&proj) 80-84, persons","2015",988.935
"Males","Population (hist&proj) 80-84, persons","2016",1054.848
"Males","Population (hist&proj) 80-84, persons","2017",1130.42
"Males","Population (hist&proj) 80-84, persons","2018",1216.029
"Males","Population (hist&proj) 80-84, persons","2019",1300.116
"Males","Population (hist&proj) 80-84, persons","2020",1370.141
"Males","Population (hist&proj) 80-84, persons","2021",1420.206
"Males","Population (hist&proj) 80-84, persons","2022",1422.808
"Males","Population (hist&proj) 80-84, persons","2023",1389.619
"Males","Population (hist&proj) 80-84, persons","2024",1344.465
"Males","Population (hist&proj) 80-84, persons","2025",1255.357
"Males","Population (hist&proj) 80-84, persons","2026",1156.187
"Males","Population (hist&proj) 80-84, persons","2027",1120.459
"Males","Population (hist&proj) 80-84, persons","2028",1130.21
"Males","Population (hist&proj) 80-84, persons","2029",1161.059
"Males","Population (hist&proj) 80-84, persons","2030",1233.533
"Males","Population (hist&proj) 80-84, persons","2031",1319.084
"Males","Population (hist&proj) 80-84, persons","2032",1379.876
"Males","Population (hist&proj) 80-84, persons","2033",1422.269
"Males","Population (hist&proj) 80-84, persons","2034",1453.359
"Males","Population (hist&proj) 80-84, persons","2035",1480.98
"Males","Population (hist&proj) 80-84, persons","2036",1514.604
"Males","Population (hist&proj) 80-84, persons","2037",1556.216
"Males","Population (hist&proj) 80-84, persons","2038",1602.941
"Males","Population (hist&proj) 80-84, persons","2039",1657.571
"Males","Population (hist&proj) 80-84, persons","2040",1719.49
"Males","Population (hist&proj) 80-84, persons","2041",1784.211
"Males","Population (hist&proj) 80-84, persons","2042",1848.411
"Males","Population (hist&proj) 80-84, persons","2043",1914.997
"Males","Population (hist&proj) 80-84, persons","2044",1977.663
"Males","Population (hist&proj) 80-84, persons","2045",2023.701
"Males","Population (hist&proj) 80-84, persons","2046",2052.922
"Males","Population (hist&proj) 80-84, persons","2047",2064.663
"Males","Population (hist&proj) 80-84, persons","2048",2055.859
"Males","Population (hist&proj) 80-84, persons","2049",2026.298
"Males","Population (hist&proj) 80-84, persons","2050",1975.703
"Females","Population (hist&proj) 80-84, persons","1950",271.14
"Females","Population (hist&proj) 80-84, persons","1951",304.753
"Females","Population (hist&proj) 80-84, persons","1952",320.252
"Females","Population (hist&proj) 80-84, persons","1953",340.164
"Females","Population (hist&proj) 80-84, persons","1954",359.127
"Females","Population (hist&proj) 80-84, persons","1955",381.326
"Females","Population (hist&proj) 80-84, persons","1956",406.079
"Females","Population (hist&proj) 80-84, persons","1957",429.052
"Females","Population (hist&proj) 80-84, persons","1958",451.304
"Females","Population (hist&proj) 80-84, persons","1959",472.717
"Females","Population (hist&proj) 80-84, persons","1960",456.902
"Females","Population (hist&proj) 80-84, persons","1961",471.505
"Females","Population (hist&proj) 80-84, persons","1962",517.665
"Females","Population (hist&proj) 80-84, persons","1963",530.055
"Females","Population (hist&proj) 80-84, persons","1964",545.84
"Females","Population (hist&proj) 80-84, persons","1965",566.911
"Females","Population (hist&proj) 80-84, persons","1966",588.583
"Females","Population (hist&proj) 80-84, persons","1967",612.052
"Females","Population (hist&proj) 80-84, persons","1968",635.308
"Females","Population (hist&proj) 80-84, persons","1969",657.652
"Females","Population (hist&proj) 80-84, persons","1970",677.228
"Females","Population (hist&proj) 80-84, persons","1971",697.44
"Females","Population (hist&proj) 80-84, persons","1972",719.941
"Females","Population (hist&proj) 80-84, persons","1973",743.303
"Females","Population (hist&proj) 80-84, persons","1974",770.825
"Females","Population (hist&proj) 80-84, persons","1975",797.037
"Females","Population (hist&proj) 80-84, persons","1976",824.634
"Females","Population (hist&proj) 80-84, persons","1977",856.911
"Females","Population (hist&proj) 80-84, persons","1978",890.55
"Females","Population (hist&proj) 80-84, persons","1979",922.929
"Females","Population (hist&proj) 80-84, persons","1980",954.981
"Females","Population (hist&proj) 80-84, persons","1981",988.533
"Females","Population (hist&proj) 80-84, persons","1982",1025.64
"Females","Population (hist&proj) 80-84, persons","1983",1058.426
"Females","Population (hist&proj) 80-84, persons","1984",1090.227
"Females","Population (hist&proj) 80-84, persons","1985",1123.854
"Females","Population (hist&proj) 80-84, persons","1986",1156.133
"Females","Population (hist&proj) 80-84, persons","1987",1193.199
"Females","Population (hist&proj) 80-84, persons","1988",1235.209
"Females","Population (hist&proj) 80-84, persons","1989",1277.945
"Females","Population (hist&proj) 80-84, persons","1990",1314.448
"Females","Population (hist&proj) 80-84, persons","1991",1337.189
"Females","Population (hist&proj) 80-84, persons","1992",1357.267
"Females","Population (hist&proj) 80-84, persons","1993",1379.942
"Females","Population (hist&proj) 80-84, persons","1994",1393.003
"Females","Population (hist&proj) 80-84, persons","1995",1365.016
"Females","Population (hist&proj) 80-84, persons","1996",1272.814
"Females","Population (hist&proj) 80-84, persons","1997",1141.124
"Females","Population (hist&proj) 80-84, persons","1998",1006.393
"Females","Population (hist&proj) 80-84, persons","1999",932.79
"Females","Population (hist&proj) 80-84, persons","2000",981.846
"Females","Population (hist&proj) 80-84, persons","2001",1121.581
"Females","Population (hist&proj) 80-84, persons","2002",1273.206
"Females","Population (hist&proj) 80-84, persons","2003",1401.384
"Females","Population (hist&proj) 80-84, persons","2004",1481.088
"Females","Population (hist&proj) 80-84, persons","2005",1499.507
"Females","Population (hist&proj) 80-84, persons","2006",1484.923
"Females","Population (hist&proj) 80-84, persons","2007",1468.488
"Females","Population (hist&proj) 80-84, persons","2008",1464.527
"Females","Population (hist&proj) 80-84, persons","2009",1467.318
"Females","Population (hist&proj) 80-84, persons","2010",1458.404
"Females","Population (hist&proj) 80-84, persons","2011",1450.493
"Females","Population (hist&proj) 80-84, persons","2012",1434.433
"Females","Population (hist&proj) 80-84, persons","2013",1412.99
"Females","Population (hist&proj) 80-84, persons","2014",1422.309
"Females","Population (hist&proj) 80-84, persons","2015",1476.96
"Females","Population (hist&proj) 80-84, persons","2016",1554.058
"Females","Population (hist&proj) 80-84, persons","2017",1648.495
"Females","Population (hist&proj) 80-84, persons","2018",1759.084
"Females","Population (hist&proj) 80-84, persons","2019",1866.763
"Females","Population (hist&proj) 80-84, persons","2020",1951.8
"Females","Population (hist&proj) 80-84, persons","2021",2008.805
"Females","Population (hist&proj) 80-84, persons","2022",2002.719
"Females","Population (hist&proj) 80-84, persons","2023",1948.193
"Females","Population (hist&proj) 80-84, persons","2024",1876.527
"Females","Population (hist&proj) 80-84, persons","2025",1747.589
"Females","Population (hist&proj) 80-84, persons","2026",1604.337
"Females","Population (hist&proj) 80-84, persons","2027",1546.477
"Females","Population (hist&proj) 80-84, persons","2028",1550.616
"Females","Population (hist&proj) 80-84, persons","2029",1581.394
"Females","Population (hist&proj) 80-84, persons","2030",1673.159
"Females","Population (hist&proj) 80-84, persons","2031",1789.408
"Females","Population (hist&proj) 80-84, persons","2032",1873.538
"Females","Population (hist&proj) 80-84, persons","2033",1932.433
"Females","Population (hist&proj) 80-84, persons","2034",1972.772
"Females","Population (hist&proj) 80-84, persons","2035",2000.042
"Females","Population (hist&proj) 80-84, persons","2036",2028.958
"Females","Population (hist&proj) 80-84, persons","2037",2065.574
"Females","Population (hist&proj) 80-84, persons","2038",2107.831
"Females","Population (hist&proj) 80-84, persons","2039",2161.87
"Females","Population (hist&proj) 80-84, persons","2040",2228.981
"Females","Population (hist&proj) 80-84, persons","2041",2303.151
"Females","Population (hist&proj) 80-84, persons","2042",2376.272
"Females","Population (hist&proj) 80-84, persons","2043",2449.918
"Females","Population (hist&proj) 80-84, persons","2044",2516.479
"Females","Population (hist&proj) 80-84, persons","2045",2560.313
"Females","Population (hist&proj) 80-84, persons","2046",2584.751
"Females","Population (hist&proj) 80-84, persons","2047",2593.203
"Females","Population (hist&proj) 80-84, persons","2048",2579.73
"Females","Population (hist&proj) 80-84, persons","2049",2541.415
"Females","Population (hist&proj) 80-84, persons","2050",2479.383
"All persons","Population (hist&proj) 80-84, persons","1950",476.008
"All persons","Population (hist&proj) 80-84, persons","1951",532.604
"All persons","Population (hist&proj) 80-84, persons","1952",561.027
"All persons","Population (hist&proj) 80-84, persons","1953",596.237
"All persons","Population (hist&proj) 80-84, persons","1954",631.901
"All persons","Population (hist&proj) 80-84, persons","1955",670.559
"All persons","Population (hist&proj) 80-84, persons","1956",708.493
"All persons","Population (hist&proj) 80-84, persons","1957",745.31
"All persons","Population (hist&proj) 80-84, persons","1958",780.349
"All persons","Population (hist&proj) 80-84, persons","1959",810.542
"All persons","Population (hist&proj) 80-84, persons","1960",797.486
"All persons","Population (hist&proj) 80-84, persons","1961",814.712
"All persons","Population (hist&proj) 80-84, persons","1962",863.863
"All persons","Population (hist&proj) 80-84, persons","1963",875.498
"All persons","Population (hist&proj) 80-84, persons","1964",892.712
"All persons","Population (hist&proj) 80-84, persons","1965",917.475
"All persons","Population (hist&proj) 80-84, persons","1966",940.926
"All persons","Population (hist&proj) 80-84, persons","1967",966.837
"All persons","Population (hist&proj) 80-84, persons","1968",992.222
"All persons","Population (hist&proj) 80-84, persons","1969",1014.524
"All persons","Population (hist&proj) 80-84, persons","1970",1032.485
"All persons","Population (hist&proj) 80-84, persons","1971",1051.588
"All persons","Population (hist&proj) 80-84, persons","1972",1072.99
"All persons","Population (hist&proj) 80-84, persons","1973",1094.204
"All persons","Population (hist&proj) 80-84, persons","1974",1121.128
"All persons","Population (hist&proj) 80-84, persons","1975",1147.416
"All persons","Population (hist&proj) 80-84, persons","1976",1177.991
"All persons","Population (hist&proj) 80-84, persons","1977",1218.939
"All persons","Population (hist&proj) 80-84, persons","1978",1265.477
"All persons","Population (hist&proj) 80-84, persons","1979",1314.438
"All persons","Population (hist&proj) 80-84, persons","1980",1367.325
"All persons","Population (hist&proj) 80-84, persons","1981",1423.747
"All persons","Population (hist&proj) 80-84, persons","1982",1484.073
"All persons","Population (hist&proj) 80-84, persons","1983",1536.606
"All persons","Population (hist&proj) 80-84, persons","1984",1586.471
"All persons","Population (hist&proj) 80-84, persons","1985",1636.425
"All persons","Population (hist&proj) 80-84, persons","1986",1677.135
"All persons","Population (hist&proj) 80-84, persons","1987",1723.46
"All persons","Population (hist&proj) 80-84, persons","1988",1776.013
"All persons","Population (hist&proj) 80-84, persons","1989",1825.124
"All persons","Population (hist&proj) 80-84, persons","1990",1864.863
"All persons","Population (hist&proj) 80-84, persons","1991",1888.572
"All persons","Population (hist&proj) 80-84, persons","1992",1913.675
"All persons","Population (hist&proj) 80-84, persons","1993",1943.562
"All persons","Population (hist&proj) 80-84, persons","1994",1959.744
"All persons","Population (hist&proj) 80-84, persons","1995",1917.36
"All persons","Population (hist&proj) 80-84, persons","1996",1784.255
"All persons","Population (hist&proj) 80-84, persons","1997",1597.471
"All persons","Population (hist&proj) 80-84, persons","1998",1409.387
"All persons","Population (hist&proj) 80-84, persons","1999",1310.845
"All persons","Population (hist&proj) 80-84, persons","2000",1386.828
"All persons","Population (hist&proj) 80-84, persons","2001",1589.337
"All persons","Population (hist&proj) 80-84, persons","2002",1808.519
"All persons","Population (hist&proj) 80-84, persons","2003",1992.9
"All persons","Population (hist&proj) 80-84, persons","2004",2109.569
"All persons","Population (hist&proj) 80-84, persons","2005",2151.838
"All persons","Population (hist&proj) 80-84, persons","2006",2161.596
"All persons","Population (hist&proj) 80-84, persons","2007",2178.644
"All persons","Population (hist&proj) 80-84, persons","2008",2225.422
"All persons","Population (hist&proj) 80-84, persons","2009",2285.315
"All persons","Population (hist&proj) 80-84, persons","2010",2317.526
"All persons","Population (hist&proj) 80-84, persons","2011",2343.902
"All persons","Population (hist&proj) 80-84, persons","2012",2344.939
"All persons","Population (hist&proj) 80-84, persons","2013",2326.902
"All persons","Population (hist&proj) 80-84, persons","2014",2358.108
"All persons","Population (hist&proj) 80-84, persons","2015",2465.895
"All persons","Population (hist&proj) 80-84, persons","2016",2608.906
"All persons","Population (hist&proj) 80-84, persons","2017",2778.915
"All persons","Population (hist&proj) 80-84, persons","2018",2975.113
"All persons","Population (hist&proj) 80-84, persons","2019",3166.879
"All persons","Population (hist&proj) 80-84, persons","2020",3321.941
"All persons","Population (hist&proj) 80-84, persons","2021",3429.011
"All persons","Population (hist&proj) 80-84, persons","2022",3425.527
"All persons","Population (hist&proj) 80-84, persons","2023",3337.812
"All persons","Population (hist&proj) 80-84, persons","2024",3220.992
"All persons","Population (hist&proj) 80-84, persons","2025",3002.946
"All persons","Population (hist&proj) 80-84, persons","2026",2760.524
"All persons","Population (hist&proj) 80-84, persons","2027",2666.936
"All persons","Population (hist&proj) 80-84, persons","2028",2680.826
"All persons","Population (hist&proj) 80-84, persons","2029",2742.453
"All persons","Population (hist&proj) 80-84, persons","2030",2906.692
"All persons","Population (hist&proj) 80-84, persons","2031",3108.492
"All persons","Population (hist&proj) 80-84, persons","2032",3253.414
"All persons","Population (hist&proj) 80-84, persons","2033",3354.702
"All persons","Population (hist&proj) 80-84, persons","2034",3426.131
"All persons","Population (hist&proj) 80-84, persons","2035",3481.022
"All persons","Population (hist&proj) 80-84, persons","2036",3543.562
"All persons","Population (hist&proj) 80-84, persons","2037",3621.79
"All persons","Population (hist&proj) 80-84, persons","2038",3710.772
"All persons","Population (hist&proj) 80-84, persons","2039",3819.441
"All persons","Population (hist&proj) 80-84, persons","2040",3948.471
"All persons","Population (hist&proj) 80-84, persons","2041",4087.362
"All persons","Population (hist&proj) 80-84, persons","2042",4224.683
"All persons","Population (hist&proj) 80-84, persons","2043",4364.915
"All persons","Population (hist&proj) 80-84, persons","2044",4494.142
"All persons","Population (hist&proj) 80-84, persons","2045",4584.014
"All persons","Population (hist&proj) 80-84, persons","2046",4637.673
"All persons","Population (hist&proj) 80-84, persons","2047",4657.866
"All persons","Population (hist&proj) 80-84, persons","2048",4635.589
"All persons","Population (hist&proj) 80-84, persons","2049",4567.713
"All persons","Population (hist&proj) 80-84, persons","2050",4455.086
"Males","Population (hist&proj) 85+ , persons","1950",78.132
"Males","Population (hist&proj) 85+ , persons","1951",69.774
"Males","Population (hist&proj) 85+ , persons","1952",76.344
"Males","Population (hist&proj) 85+ , persons","1953",81.303
"Males","Population (hist&proj) 85+ , persons","1954",86.732
"Males","Population (hist&proj) 85+ , persons","1955",93.278
"Males","Population (hist&proj) 85+ , persons","1956",97.091
"Males","Population (hist&proj) 85+ , persons","1957",102.093
"Males","Population (hist&proj) 85+ , persons","1958",109.927
"Males","Population (hist&proj) 85+ , persons","1959",117.119
"Males","Population (hist&proj) 85+ , persons","1960",124.806
"Males","Population (hist&proj) 85+ , persons","1961",134.804
"Males","Population (hist&proj) 85+ , persons","1962",143.832
"Males","Population (hist&proj) 85+ , persons","1963",148.657
"Males","Population (hist&proj) 85+ , persons","1964",154.366
"Males","Population (hist&proj) 85+ , persons","1965",159.911
"Males","Population (hist&proj) 85+ , persons","1966",163.523
"Males","Population (hist&proj) 85+ , persons","1967",166.602
"Males","Population (hist&proj) 85+ , persons","1968",166.423
"Males","Population (hist&proj) 85+ , persons","1969",165.099
"Males","Population (hist&proj) 85+ , persons","1970",168.889
"Males","Population (hist&proj) 85+ , persons","1971",172.719
"Males","Population (hist&proj) 85+ , persons","1972",174.123
"Males","Population (hist&proj) 85+ , persons","1973",175.862
"Males","Population (hist&proj) 85+ , persons","1974",177.037
"Males","Population (hist&proj) 85+ , persons","1975",177.146
"Males","Population (hist&proj) 85+ , persons","1976",177.061
"Males","Population (hist&proj) 85+ , persons","1977",178.529
"Males","Population (hist&proj) 85+ , persons","1978",180.462
"Males","Population (hist&proj) 85+ , persons","1979",182.341
"Males","Population (hist&proj) 85+ , persons","1980",184.878
"Males","Population (hist&proj) 85+ , persons","1981",188.666
"Males","Population (hist&proj) 85+ , persons","1982",193.719
"Males","Population (hist&proj) 85+ , persons","1983",200.498
"Males","Population (hist&proj) 85+ , persons","1984",209.618
"Males","Population (hist&proj) 85+ , persons","1985",220.44
"Males","Population (hist&proj) 85+ , persons","1986",232.698
"Males","Population (hist&proj) 85+ , persons","1987",243.7
"Males","Population (hist&proj) 85+ , persons","1988",255.135
"Males","Population (hist&proj) 85+ , persons","1989",269.011
"Males","Population (hist&proj) 85+ , persons","1990",282.135
"Males","Population (hist&proj) 85+ , persons","1991",293.558
"Males","Population (hist&proj) 85+ , persons","1992",306.024
"Males","Population (hist&proj) 85+ , persons","1993",318.615
"Males","Population (hist&proj) 85+ , persons","1994",330.015
"Males","Population (hist&proj) 85+ , persons","1995",341.198
"Males","Population (hist&proj) 85+ , persons","1996",350.836
"Males","Population (hist&proj) 85+ , persons","1997",362.698
"Males","Population (hist&proj) 85+ , persons","1998",376.268
"Males","Population (hist&proj) 85+ , persons","1999",387.915
"Males","Population (hist&proj) 85+ , persons","2000",389.865
"Males","Population (hist&proj) 85+ , persons","2001",377.31
"Males","Population (hist&proj) 85+ , persons","2002",358.07
"Males","Population (hist&proj) 85+ , persons","2003",339.515
"Males","Population (hist&proj) 85+ , persons","2004",338.133
"Males","Population (hist&proj) 85+ , persons","2005",362.251
"Males","Population (hist&proj) 85+ , persons","2006",397.725
"Males","Population (hist&proj) 85+ , persons","2007",432.066
"Males","Population (hist&proj) 85+ , persons","2008",459.719
"Males","Population (hist&proj) 85+ , persons","2009",483.355
"Males","Population (hist&proj) 85+ , persons","2010",505.938
"Males","Population (hist&proj) 85+ , persons","2011",540.095
"Males","Population (hist&proj) 85+ , persons","2012",576.963
"Males","Population (hist&proj) 85+ , persons","2013",620.258
"Males","Population (hist&proj) 85+ , persons","2014",665.937
"Males","Population (hist&proj) 85+ , persons","2015",709.482
"Males","Population (hist&proj) 85+ , persons","2016",747.192
"Males","Population (hist&proj) 85+ , persons","2017",776.273
"Males","Population (hist&proj) 85+ , persons","2018",801.667
"Males","Population (hist&proj) 85+ , persons","2019",841.408
"Males","Population (hist&proj) 85+ , persons","2020",900.078
"Males","Population (hist&proj) 85+ , persons","2021",962.719
"Males","Population (hist&proj) 85+ , persons","2022",1025.483
"Males","Population (hist&proj) 85+ , persons","2023",1091.918
"Males","Population (hist&proj) 85+ , persons","2024",1165.84
"Males","Population (hist&proj) 85+ , persons","2025",1241.076
"Males","Population (hist&proj) 85+ , persons","2026",1303.252
"Males","Population (hist&proj) 85+ , persons","2027",1332.117
"Males","Population (hist&proj) 85+ , persons","2028",1339.521
"Males","Population (hist&proj) 85+ , persons","2029",1345.239
"Males","Population (hist&proj) 85+ , persons","2030",1324.755
"Males","Population (hist&proj) 85+ , persons","2031",1293.137
"Males","Population (hist&proj) 85+ , persons","2032",1287.064
"Males","Population (hist&proj) 85+ , persons","2033",1301.593
"Males","Population (hist&proj) 85+ , persons","2034",1332.491
"Males","Population (hist&proj) 85+ , persons","2035",1375.592
"Males","Population (hist&proj) 85+ , persons","2036",1420.172
"Males","Population (hist&proj) 85+ , persons","2037",1464.227
"Males","Population (hist&proj) 85+ , persons","2038",1507.691
"Males","Population (hist&proj) 85+ , persons","2039",1551.557
"Males","Population (hist&proj) 85+ , persons","2040",1598.035
"Males","Population (hist&proj) 85+ , persons","2041",1647.004
"Males","Population (hist&proj) 85+ , persons","2042",1699.503
"Males","Population (hist&proj) 85+ , persons","2043",1754.41
"Males","Population (hist&proj) 85+ , persons","2044",1815.261
"Males","Population (hist&proj) 85+ , persons","2045",1883.361
"Males","Population (hist&proj) 85+ , persons","2046",1954.925
"Males","Population (hist&proj) 85+ , persons","2047",2027.72
"Males","Population (hist&proj) 85+ , persons","2048",2102.46
"Males","Population (hist&proj) 85+ , persons","2049",2176.764
"Males","Population (hist&proj) 85+ , persons","2050",2242.533
"Females","Population (hist&proj) 85+ , persons","1950",127.86
"Females","Population (hist&proj) 85+ , persons","1951",110.746
"Females","Population (hist&proj) 85+ , persons","1952",120.254
"Females","Population (hist&proj) 85+ , persons","1953",127.537
"Females","Population (hist&proj) 85+ , persons","1954",135.112
"Females","Population (hist&proj) 85+ , persons","1955",144.404
"Females","Population (hist&proj) 85+ , persons","1956",150.917
"Females","Population (hist&proj) 85+ , persons","1957",158.397
"Females","Population (hist&proj) 85+ , persons","1958",169.093
"Females","Population (hist&proj) 85+ , persons","1959",179.713
"Females","Population (hist&proj) 85+ , persons","1960",191.78
"Females","Population (hist&proj) 85+ , persons","1961",209.224
"Females","Population (hist&proj) 85+ , persons","1962",226.49
"Females","Population (hist&proj) 85+ , persons","1963",238.794
"Females","Population (hist&proj) 85+ , persons","1964",251.981
"Females","Population (hist&proj) 85+ , persons","1965",265.45
"Females","Population (hist&proj) 85+ , persons","1966",277.778
"Females","Population (hist&proj) 85+ , persons","1967",290.209
"Females","Population (hist&proj) 85+ , persons","1968",299.063
"Females","Population (hist&proj) 85+ , persons","1969",306.114
"Females","Population (hist&proj) 85+ , persons","1970",318.178
"Females","Population (hist&proj) 85+ , persons","1971",331.456
"Females","Population (hist&proj) 85+ , persons","1972",345.383
"Females","Population (hist&proj) 85+ , persons","1973",361.003
"Females","Population (hist&proj) 85+ , persons","1974",376.976
"Females","Population (hist&proj) 85+ , persons","1975",391.853
"Females","Population (hist&proj) 85+ , persons","1976",407.178
"Females","Population (hist&proj) 85+ , persons","1977",426.805
"Females","Population (hist&proj) 85+ , persons","1978",449.125
"Females","Population (hist&proj) 85+ , persons","1979",473.196
"Females","Population (hist&proj) 85+ , persons","1980",498.255
"Females","Population (hist&proj) 85+ , persons","1981",524.2
"Females","Population (hist&proj) 85+ , persons","1982",550.931
"Females","Population (hist&proj) 85+ , persons","1983",579.653
"Females","Population (hist&proj) 85+ , persons","1984",611.114
"Females","Population (hist&proj) 85+ , persons","1985",642.751
"Females","Population (hist&proj) 85+ , persons","1986",675.713
"Females","Population (hist&proj) 85+ , persons","1987",713.285
"Females","Population (hist&proj) 85+ , persons","1988",752.162
"Females","Population (hist&proj) 85+ , persons","1989",790.041
"Females","Population (hist&proj) 85+ , persons","1990",825.861
"Females","Population (hist&proj) 85+ , persons","1991",864.276
"Females","Population (hist&proj) 85+ , persons","1992",911.194
"Females","Population (hist&proj) 85+ , persons","1993",959.841
"Females","Population (hist&proj) 85+ , persons","1994",1008.09
"Females","Population (hist&proj) 85+ , persons","1995",1055.021
"Females","Population (hist&proj) 85+ , persons","1996",1094.701
"Females","Population (hist&proj) 85+ , persons","1997",1136.666
"Females","Population (hist&proj) 85+ , persons","1998",1182.934
"Females","Population (hist&proj) 85+ , persons","1999",1223.102
"Females","Population (hist&proj) 85+ , persons","2000",1234.052
"Females","Population (hist&proj) 85+ , persons","2001",1199.085
"Females","Population (hist&proj) 85+ , persons","2002",1137.816
"Females","Population (hist&proj) 85+ , persons","2003",1073.771
"Females","Population (hist&proj) 85+ , persons","2004",1054.971
"Females","Population (hist&proj) 85+ , persons","2005",1104.812
"Females","Population (hist&proj) 85+ , persons","2006",1183.511
"Females","Population (hist&proj) 85+ , persons","2007",1255.279
"Females","Population (hist&proj) 85+ , persons","2008",1308.984
"Females","Population (hist&proj) 85+ , persons","2009",1352.231
"Females","Population (hist&proj) 85+ , persons","2010",1422.119
"Females","Population (hist&proj) 85+ , persons","2011",1471.209
"Females","Population (hist&proj) 85+ , persons","2012",1509.103
"Females","Population (hist&proj) 85+ , persons","2013",1543.037
"Females","Population (hist&proj) 85+ , persons","2014",1576.089
"Females","Population (hist&proj) 85+ , persons","2015",1607.276
"Females","Population (hist&proj) 85+ , persons","2016",1630.507
"Females","Population (hist&proj) 85+ , persons","2017",1641.679
"Females","Population (hist&proj) 85+ , persons","2018",1649.135
"Females","Population (hist&proj) 85+ , persons","2019",1681.913
"Females","Population (hist&proj) 85+ , persons","2020",1748.717
"Females","Population (hist&proj) 85+ , persons","2021",1826.357
"Females","Population (hist&proj) 85+ , persons","2022",1907.148
"Females","Population (hist&proj) 85+ , persons","2023",1995.845
"Females","Population (hist&proj) 85+ , persons","2024",2098.934
"Females","Population (hist&proj) 85+ , persons","2025",2206.866
"Females","Population (hist&proj) 85+ , persons","2026",2297.206
"Females","Population (hist&proj) 85+ , persons","2027",2337.795
"Females","Population (hist&proj) 85+ , persons","2028",2345.107
"Females","Population (hist&proj) 85+ , persons","2029",2349.511
"Females","Population (hist&proj) 85+ , persons","2030",2314.638
"Females","Population (hist&proj) 85+ , persons","2031",2259.094
"Females","Population (hist&proj) 85+ , persons","2032",2236.494
"Females","Population (hist&proj) 85+ , persons","2033",2241.62
"Females","Population (hist&proj) 85+ , persons","2034",2270.391
"Females","Population (hist&proj) 85+ , persons","2035",2320.392
"Females","Population (hist&proj) 85+ , persons","2036",2376.481
"Females","Population (hist&proj) 85+ , persons","2037",2434.93
"Females","Population (hist&proj) 85+ , persons","2038",2495.185
"Females","Population (hist&proj) 85+ , persons","2039",2557.179
"Females","Population (hist&proj) 85+ , persons","2040",2621.644
"Females","Population (hist&proj) 85+ , persons","2041",2687.436
"Females","Population (hist&proj) 85+ , persons","2042",2756.44
"Females","Population (hist&proj) 85+ , persons","2043",2827.444
"Females","Population (hist&proj) 85+ , persons","2044",2906.501
"Females","Population (hist&proj) 85+ , persons","2045",2996.21
"Females","Population (hist&proj) 85+ , persons","2046",3091.504
"Females","Population (hist&proj) 85+ , persons","2047",3187.669
"Females","Population (hist&proj) 85+ , persons","2048",3284.767
"Females","Population (hist&proj) 85+ , persons","2049",3381.079
"Females","Population (hist&proj) 85+ , persons","2050",3465.928
"All persons","Population (hist&proj) 85+ , persons","1950",205.992
"All persons","Population (hist&proj) 85+ , persons","1951",180.52
"All persons","Population (hist&proj) 85+ , persons","1952",196.598
"All persons","Population (hist&proj) 85+ , persons","1953",208.84
"All persons","Population (hist&proj) 85+ , persons","1954",221.843
"All persons","Population (hist&proj) 85+ , persons","1955",237.681
"All persons","Population (hist&proj) 85+ , persons","1956",248.007
"All persons","Population (hist&proj) 85+ , persons","1957",260.489
"All persons","Population (hist&proj) 85+ , persons","1958",279.02
"All persons","Population (hist&proj) 85+ , persons","1959",296.831
"All persons","Population (hist&proj) 85+ , persons","1960",316.586
"All persons","Population (hist&proj) 85+ , persons","1961",344.028
"All persons","Population (hist&proj) 85+ , persons","1962",370.322
"All persons","Population (hist&proj) 85+ , persons","1963",387.451
"All persons","Population (hist&proj) 85+ , persons","1964",406.347
"All persons","Population (hist&proj) 85+ , persons","1965",425.361
"All persons","Population (hist&proj) 85+ , persons","1966",441.3
"All persons","Population (hist&proj) 85+ , persons","1967",456.811
"All persons","Population (hist&proj) 85+ , persons","1968",465.486
"All persons","Population (hist&proj) 85+ , persons","1969",471.213
"All persons","Population (hist&proj) 85+ , persons","1970",487.066
"All persons","Population (hist&proj) 85+ , persons","1971",504.175
"All persons","Population (hist&proj) 85+ , persons","1972",519.506
"All persons","Population (hist&proj) 85+ , persons","1973",536.865
"All persons","Population (hist&proj) 85+ , persons","1974",554.013
"All persons","Population (hist&proj) 85+ , persons","1975",568.999
"All persons","Population (hist&proj) 85+ , persons","1976",584.238
