"Series";"Sex";"Age";"Frequency";"Country";"Time";"Value";"Flags"
"Unemployment";"Men";"40 to 44";"Annual";"Germany";"2001";206;
"Unemployment";"Women";"40 to 44";"Annual";"Germany";"2001";186;
"Employment";"All persons";"45 to 49";"Annual";"Germany";"2001";4681;
"Employment";"Men";"45 to 49";"Annual";"Germany";"2001";2525;
"Employment";"Women";"45 to 49";"Annual";"Germany";"2001";2156;
"Labour Force";"All persons";"45 to 49";"Annual";"Germany";"2001";5059;
"Labour Force";"Men";"45 to 49";"Annual";"Germany";"2001";2726;
"Labour Force";"Women";"45 to 49";"Annual";"Germany";"2001";2333;
"Population";"All persons";"45 to 49";"Annual";"Germany";"2001";5795;
"Population";"Men";"45 to 49";"Annual";"Germany";"2001";2895;
"Population";"Women";"45 to 49";"Annual";"Germany";"2001";2900;
"Unemployment";"All persons";"45 to 49";"Annual";"Germany";"2001";378;
"Unemployment";"Men";"45 to 49";"Annual";"Germany";"2001";201;
"Unemployment";"Women";"45 to 49";"Annual";"Germany";"2001";177;
"Employment";"All persons";"50 to 54";"Annual";"Germany";"2001";4029;
"Employment";"Men";"50 to 54";"Annual";"Germany";"2001";2249;
"Employment";"Women";"50 to 54";"Annual";"Germany";"2001";1780;
"Labour Force";"All persons";"50 to 54";"Annual";"Germany";"2001";4406;
"Labour Force";"Men";"50 to 54";"Annual";"Germany";"2001";2446;
"Labour Force";"Women";"50 to 54";"Annual";"Germany";"2001";1960;
"Population";"All persons";"50 to 54";"Annual";"Germany";"2001";5403;
"Population";"Men";"50 to 54";"Annual";"Germany";"2001";2705;
"Population";"Women";"50 to 54";"Annual";"Germany";"2001";2698;
"Unemployment";"All persons";"50 to 54";"Annual";"Germany";"2001";379;
"Unemployment";"Men";"50 to 54";"Annual";"Germany";"2001";198;
"Unemployment";"Women";"50 to 54";"Annual";"Germany";"2001";181;
"Employment";"All persons";"55 to 59";"Annual";"Germany";"2001";2864;
"Employment";"Men";"55 to 59";"Annual";"Germany";"2001";1665;
"Employment";"Women";"55 to 59";"Annual";"Germany";"2001";1199;
"Labour Force";"All persons";"55 to 59";"Annual";"Germany";"2001";3295;
"Labour Force";"Men";"55 to 59";"Annual";"Germany";"2001";1894;
"Labour Force";"Women";"55 to 59";"Annual";"Germany";"2001";1401;
"Population";"All persons";"55 to 59";"Annual";"Germany";"2001";4925;
"Population";"Men";"55 to 59";"Annual";"Germany";"2001";2463;
"Population";"Women";"55 to 59";"Annual";"Germany";"2001";2462;
"Unemployment";"All persons";"55 to 59";"Annual";"Germany";"2001";431;
"Unemployment";"Men";"55 to 59";"Annual";"Germany";"2001";229;
"Unemployment";"Women";"55 to 59";"Annual";"Germany";"2001";202;
"Employment";"All persons";"60 to 64";"Annual";"Germany";"2001";1290;
"Employment";"Men";"60 to 64";"Annual";"Germany";"2001";870;
"Employment";"Women";"60 to 64";"Annual";"Germany";"2001";420;
"Labour Force";"All persons";"60 to 64";"Annual";"Germany";"2001";1408;
"Labour Force";"Men";"60 to 64";"Annual";"Germany";"2001";957;
"Labour Force";"Women";"60 to 64";"Annual";"Germany";"2001";451;
"Population";"All persons";"60 to 64";"Annual";"Germany";"2001";6041;
"Population";"Men";"60 to 64";"Annual";"Germany";"2001";2995;
"Population";"Women";"60 to 64";"Annual";"Germany";"2001";3046;
"Unemployment";"All persons";"60 to 64";"Annual";"Germany";"2001";118;
"Unemployment";"Men";"60 to 64";"Annual";"Germany";"2001";87;
"Unemployment";"Women";"60 to 64";"Annual";"Germany";"2001";31;
"Employment";"All persons";"70 to 74";"Annual";"Germany";"2001";100;
"Employment";"Men";"70 to 74";"Annual";"Germany";"2001";63;
"Employment";"Women";"70 to 74";"Annual";"Germany";"2001";37;
"Labour Force";"All persons";"70 to 74";"Annual";"Germany";"2001";101;
"Labour Force";"Men";"70 to 74";"Annual";"Germany";"2001";64;
"Labour Force";"Women";"70 to 74";"Annual";"Germany";"2001";37;
"Population";"All persons";"70 to 74";"Annual";"Germany";"2001";3796;
"Population";"Men";"70 to 74";"Annual";"Germany";"2001";1668;
"Population";"Women";"70 to 74";"Annual";"Germany";"2001";2128;
"Unemployment";"All persons";"70 to 74";"Annual";"Germany";"2001";1;
"Unemployment";"Men";"70 to 74";"Annual";"Germany";"2001";1;
"Unemployment";"Women";"70 to 74";"Annual";"Germany";"2001";0;
"Employment";"All persons";"75+";"Annual";"Germany";"2001";54;
"Employment";"Men";"75+";"Annual";"Germany";"2001";33;
"Employment";"Women";"75+";"Annual";"Germany";"2001";21;
"Labour Force";"All persons";"75+";"Annual";"Germany";"2001";54;
"Labour Force";"Men";"75+";"Annual";"Germany";"2001";33;
"Labour Force";"Women";"75+";"Annual";"Germany";"2001";21;
"Population";"All persons";"75+";"Annual";"Germany";"2001";5714;
"Population";"Men";"75+";"Annual";"Germany";"2001";1862;
"Population";"Women";"75+";"Annual";"Germany";"2001";3852;
"Unemployment";"All persons";"75+";"Annual";"Germany";"2001";0;
"Unemployment";"Men";"75+";"Annual";"Germany";"2001";0;
"Unemployment";"Women";"75+";"Annual";"Germany";"2001";0;
"Employment";"All persons";"Total";"Annual";"Germany";"2001";36579;
"Employment";"Men";"Total";"Annual";"Germany";"2001";20426;
"Employment";"Women";"Total";"Annual";"Germany";"2001";16153;
"Labour Force";"All persons";"Total";"Annual";"Germany";"2001";39687;
"Labour Force";"Men";"Total";"Annual";"Germany";"2001";22142;
"Labour Force";"Women";"Total";"Annual";"Germany";"2001";17545;
"Population";"All persons";"Total";"Annual";"Germany";"2001";54973;
"Population";"Men";"Total";"Annual";"Germany";"2001";27715;
"Population";"Women";"Total";"Annual";"Germany";"2001";27258;
"Unemployment";"All persons";"Total";"Annual";"Germany";"2001";3109;
"Unemployment";"Men";"Total";"Annual";"Germany";"2001";1717;
"Unemployment";"Women";"Total";"Annual";"Germany";"2001";1392;
"Employment";"All persons";"15 to 19";"Annual";"Germany";"2002";1241;
"Employment";"Men";"15 to 19";"Annual";"Germany";"2002";681;
"Employment";"Women";"15 to 19";"Annual";"Germany";"2002";560;
"Labour Force";"All persons";"15 to 19";"Annual";"Germany";"2002";1350;
"Labour Force";"Men";"15 to 19";"Annual";"Germany";"2002";743;
"Labour Force";"Women";"15 to 19";"Annual";"Germany";"2002";607;
"Population";"All persons";"15 to 19";"Annual";"Germany";"2002";4543;
"Population";"Men";"15 to 19";"Annual";"Germany";"2002";2309;
"Population";"Women";"15 to 19";"Annual";"Germany";"2002";2234;
"Unemployment";"All persons";"15 to 19";"Annual";"Germany";"2002";108;
"Unemployment";"Men";"15 to 19";"Annual";"Germany";"2002";61;
"Unemployment";"Women";"15 to 19";"Annual";"Germany";"2002";47;
"Employment";"All persons";"20 to 24";"Annual";"Germany";"2002";2802;
"Employment";"Men";"20 to 24";"Annual";"Germany";"2002";1422;
"Employment";"Women";"20 to 24";"Annual";"Germany";"2002";1380;
"Labour Force";"All persons";"20 to 24";"Annual";"Germany";"2002";3133;
"Labour Force";"Men";"20 to 24";"Annual";"Germany";"2002";1632;
"Labour Force";"Women";"20 to 24";"Annual";"Germany";"2002";1501;
"Population";"All persons";"20 to 24";"Annual";"Germany";"2002";4481;
"Population";"Men";"20 to 24";"Annual";"Germany";"2002";2227;
"Population";"Women";"20 to 24";"Annual";"Germany";"2002";2254;
"Unemployment";"All persons";"20 to 24";"Annual";"Germany";"2002";332;
"Unemployment";"Men";"20 to 24";"Annual";"Germany";"2002";210;
"Unemployment";"Women";"20 to 24";"Annual";"Germany";"2002";122;
"Employment";"All persons";"25 to 29";"Annual";"Germany";"2002";3210;
"Employment";"Men";"25 to 29";"Annual";"Germany";"2002";1709;
"Employment";"Women";"25 to 29";"Annual";"Germany";"2002";1501;
"Labour Force";"All persons";"25 to 29";"Annual";"Germany";"2002";3503;
"Labour Force";"Men";"25 to 29";"Annual";"Germany";"2002";1889;
"Labour Force";"Women";"25 to 29";"Annual";"Germany";"2002";1614;
"Population";"All persons";"25 to 29";"Annual";"Germany";"2002";4357;
"Population";"Men";"25 to 29";"Annual";"Germany";"2002";2200;
"Population";"Women";"25 to 29";"Annual";"Germany";"2002";2157;
"Unemployment";"All persons";"25 to 29";"Annual";"Germany";"2002";294;
"Unemployment";"Men";"25 to 29";"Annual";"Germany";"2002";180;
"Unemployment";"Women";"25 to 29";"Annual";"Germany";"2002";114;
"Employment";"All persons";"30 to 34";"Annual";"Germany";"2002";4681;
"Employment";"Men";"30 to 34";"Annual";"Germany";"2002";2640;
"Employment";"Women";"30 to 34";"Annual";"Germany";"2002";2041;
"Labour Force";"All persons";"30 to 34";"Annual";"Germany";"2002";5073;
"Labour Force";"Men";"30 to 34";"Annual";"Germany";"2002";2868;
"Labour Force";"Women";"30 to 34";"Annual";"Germany";"2002";2205;
"Population";"All persons";"30 to 34";"Annual";"Germany";"2002";5889;
"Population";"Men";"30 to 34";"Annual";"Germany";"2002";3018;
"Population";"Women";"30 to 34";"Annual";"Germany";"2002";2871;
"Unemployment";"All persons";"30 to 34";"Annual";"Germany";"2002";392;
"Unemployment";"Men";"30 to 34";"Annual";"Germany";"2002";228;
"Unemployment";"Women";"30 to 34";"Annual";"Germany";"2002";164;
"Employment";"All persons";"35 to 39";"Annual";"Germany";"2002";5600;
"Employment";"Men";"35 to 39";"Annual";"Germany";"2002";3136;
"Employment";"Women";"35 to 39";"Annual";"Germany";"2002";2464;
"Labour Force";"All persons";"35 to 39";"Annual";"Germany";"2002";6067;
"Labour Force";"Men";"35 to 39";"Annual";"Germany";"2002";3383;
"Labour Force";"Women";"35 to 39";"Annual";"Germany";"2002";2684;
"Population";"All persons";"35 to 39";"Annual";"Germany";"2002";6952;
"Population";"Men";"35 to 39";"Annual";"Germany";"2002";3534;
"Population";"Women";"35 to 39";"Annual";"Germany";"2002";3418;
"Unemployment";"All persons";"35 to 39";"Annual";"Germany";"2002";468;
"Unemployment";"Men";"35 to 39";"Annual";"Germany";"2002";248;
"Unemployment";"Women";"35 to 39";"Annual";"Germany";"2002";220;
"Employment";"All persons";"40 to 44";"Annual";"Germany";"2002";5347;
"Employment";"Men";"40 to 44";"Annual";"Germany";"2002";2946;
"Employment";"Women";"40 to 44";"Annual";"Germany";"2002";2401;
"Labour Force";"All persons";"40 to 44";"Annual";"Germany";"2002";5806;
"Labour Force";"Men";"40 to 44";"Annual";"Germany";"2002";3193;
"Labour Force";"Women";"40 to 44";"Annual";"Germany";"2002";2613;
"Population";"All persons";"40 to 44";"Annual";"Germany";"2002";6546;
"Population";"Men";"40 to 44";"Annual";"Germany";"2002";3353;
"Population";"Women";"40 to 44";"Annual";"Germany";"2002";3193;
"Unemployment";"All persons";"40 to 44";"Annual";"Germany";"2002";459;
"Unemployment";"Men";"40 to 44";"Annual";"Germany";"2002";247;
"Unemployment";"Women";"40 to 44";"Annual";"Germany";"2002";212;
"Employment";"All persons";"45 to 49";"Annual";"Germany";"2002";4660;
"Employment";"Men";"45 to 49";"Annual";"Germany";"2002";2491;
"Employment";"Women";"45 to 49";"Annual";"Germany";"2002";2169;
"Labour Force";"All persons";"45 to 49";"Annual";"Germany";"2002";5084;
"Labour Force";"Men";"45 to 49";"Annual";"Germany";"2002";2722;
"Labour Force";"Women";"45 to 49";"Annual";"Germany";"2002";2362;
"Population";"All persons";"45 to 49";"Annual";"Germany";"2002";5787;
"Population";"Men";"45 to 49";"Annual";"Germany";"2002";2885;
"Population";"Women";"45 to 49";"Annual";"Germany";"2002";2902;
"Unemployment";"All persons";"45 to 49";"Annual";"Germany";"2002";424;
"Unemployment";"Men";"45 to 49";"Annual";"Germany";"2002";231;
"Unemployment";"Women";"45 to 49";"Annual";"Germany";"2002";193;
"Employment";"All persons";"50 to 54";"Annual";"Germany";"2002";4132;
"Employment";"Men";"50 to 54";"Annual";"Germany";"2002";2265;
"Employment";"Women";"50 to 54";"Annual";"Germany";"2002";1867;
"Labour Force";"All persons";"50 to 54";"Annual";"Germany";"2002";4544;
"Labour Force";"Men";"50 to 54";"Annual";"Germany";"2002";2492;
"Labour Force";"Women";"50 to 54";"Annual";"Germany";"2002";2052;
"Population";"All persons";"50 to 54";"Annual";"Germany";"2002";5532;
"Population";"Men";"50 to 54";"Annual";"Germany";"2002";2754;
"Population";"Women";"50 to 54";"Annual";"Germany";"2002";2778;
"Unemployment";"All persons";"50 to 54";"Annual";"Germany";"2002";411;
"Unemployment";"Men";"50 to 54";"Annual";"Germany";"2002";227;
"Unemployment";"Women";"50 to 54";"Annual";"Germany";"2002";184;
"Employment";"All persons";"55 to 59";"Annual";"Germany";"2002";2800;
"Employment";"Men";"55 to 59";"Annual";"Germany";"2002";1626;
"Employment";"Women";"55 to 59";"Annual";"Germany";"2002";1174;
"Labour Force";"All persons";"55 to 59";"Annual";"Germany";"2002";3179;
"Labour Force";"Men";"55 to 59";"Annual";"Germany";"2002";1829;
"Labour Force";"Women";"55 to 59";"Annual";"Germany";"2002";1350;
"Population";"All persons";"55 to 59";"Annual";"Germany";"2002";4686;
"Population";"Men";"55 to 59";"Annual";"Germany";"2002";2365;
"Population";"Women";"55 to 59";"Annual";"Germany";"2002";2321;
"Unemployment";"All persons";"55 to 59";"Annual";"Germany";"2002";378;
"Unemployment";"Men";"55 to 59";"Annual";"Germany";"2002";202;
"Unemployment";"Women";"55 to 59";"Annual";"Germany";"2002";176;
"Employment";"All persons";"60 to 64";"Annual";"Germany";"2002";1363;
"Employment";"Men";"60 to 64";"Annual";"Germany";"2002";909;
"Employment";"Women";"60 to 64";"Annual";"Germany";"2002";454;
"Labour Force";"All persons";"60 to 64";"Annual";"Germany";"2002";1490;
"Labour Force";"Men";"60 to 64";"Annual";"Germany";"2002";998;
"Labour Force";"Women";"60 to 64";"Annual";"Germany";"2002";492;
"Population";"All persons";"60 to 64";"Annual";"Germany";"2002";6092;
"Population";"Men";"60 to 64";"Annual";"Germany";"2002";3004;
"Population";"Women";"60 to 64";"Annual";"Germany";"2002";3088;
"Unemployment";"All persons";"60 to 64";"Annual";"Germany";"2002";128;
"Unemployment";"Men";"60 to 64";"Annual";"Germany";"2002";89;
"Unemployment";"Women";"60 to 64";"Annual";"Germany";"2002";39;
"Employment";"All persons";"70 to 74";"Annual";"Germany";"2002";99;
"Employment";"Men";"70 to 74";"Annual";"Germany";"2002";64;
"Employment";"Women";"70 to 74";"Annual";"Germany";"2002";35;
"Labour Force";"All persons";"70 to 74";"Annual";"Germany";"2002";100;
"Labour Force";"Men";"70 to 74";"Annual";"Germany";"2002";64;
"Labour Force";"Women";"70 to 74";"Annual";"Germany";"2002";36;
"Population";"All persons";"70 to 74";"Annual";"Germany";"2002";3753;
"Population";"Men";"70 to 74";"Annual";"Germany";"2002";1669;
"Population";"Women";"70 to 74";"Annual";"Germany";"2002";2084;
"Unemployment";"All persons";"70 to 74";"Annual";"Germany";"2002";1;
"Unemployment";"Men";"70 to 74";"Annual";"Germany";"2002";0;
"Unemployment";"Women";"70 to 74";"Annual";"Germany";"2002";1;
"Employment";"All persons";"75+";"Annual";"Germany";"2002";53;
"Employment";"Men";"75+";"Annual";"Germany";"2002";32;
"Employment";"Women";"75+";"Annual";"Germany";"2002";21;
"Labour Force";"All persons";"75+";"Annual";"Germany";"2002";53;
"Labour Force";"Men";"75+";"Annual";"Germany";"2002";32;
"Labour Force";"Women";"75+";"Annual";"Germany";"2002";21;
"Population";"All persons";"75+";"Annual";"Germany";"2002";5872;
"Population";"Men";"75+";"Annual";"Germany";"2002";1942;
"Population";"Women";"75+";"Annual";"Germany";"2002";3930;
"Unemployment";"All persons";"75+";"Annual";"Germany";"2002";0;
"Unemployment";"Men";"75+";"Annual";"Germany";"2002";0;
"Unemployment";"Women";"75+";"Annual";"Germany";"2002";0;
"Employment";"All persons";"Total";"Annual";"Germany";"2002";36245;
"Employment";"Men";"Total";"Annual";"Germany";"2002";20080;
"Employment";"Women";"Total";"Annual";"Germany";"2002";16165;
"Labour Force";"All persons";"Total";"Annual";"Germany";"2002";39640;
"Labour Force";"Men";"Total";"Annual";"Germany";"2002";22005;
"Labour Force";"Women";"Total";"Annual";"Germany";"2002";17635;
"Population";"All persons";"Total";"Annual";"Germany";"2002";54865;
"Population";"Men";"Total";"Annual";"Germany";"2002";27649;
"Population";"Women";"Total";"Annual";"Germany";"2002";27216;
"Unemployment";"All persons";"Total";"Annual";"Germany";"2002";3396;
"Unemployment";"Men";"Total";"Annual";"Germany";"2002";1924;
"Unemployment";"Women";"Total";"Annual";"Germany";"2002";1472;
"Employment";"All persons";"15 to 19";"Annual";"Germany";"2003";1127;
"Employment";"Men";"15 to 19";"Annual";"Germany";"2003";617;
"Employment";"Women";"15 to 19";"Annual";"Germany";"2003";510;
"Labour Force";"All persons";"15 to 19";"Annual";"Germany";"2003";1218;
"Labour Force";"Men";"15 to 19";"Annual";"Germany";"2003";669;
"Labour Force";"Women";"15 to 19";"Annual";"Germany";"2003";549;
"Population";"All persons";"15 to 19";"Annual";"Germany";"2003";4554;
"Population";"Men";"15 to 19";"Annual";"Germany";"2003";2314;
"Population";"Women";"15 to 19";"Annual";"Germany";"2003";2240;
"Unemployment";"All persons";"15 to 19";"Annual";"Germany";"2003";92;
"Unemployment";"Men";"15 to 19";"Annual";"Germany";"2003";53;
"Unemployment";"Women";"15 to 19";"Annual";"Germany";"2003";39;
"Employment";"All persons";"20 to 24";"Annual";"Germany";"2003";2721;
"Employment";"Men";"20 to 24";"Annual";"Germany";"2003";1378;
"Employment";"Women";"20 to 24";"Annual";"Germany";"2003";1343;
"Labour Force";"All persons";"20 to 24";"Annual";"Germany";"2003";3084;
"Labour Force";"Men";"20 to 24";"Annual";"Germany";"2003";1606;
"Labour Force";"Women";"20 to 24";"Annual";"Germany";"2003";1478;
"Population";"All persons";"20 to 24";"Annual";"Germany";"2003";4518;
"Population";"Men";"20 to 24";"Annual";"Germany";"2003";2244;
"Population";"Women";"20 to 24";"Annual";"Germany";"2003";2274;
"Unemployment";"All persons";"20 to 24";"Annual";"Germany";"2003";363;
"Unemployment";"Men";"20 to 24";"Annual";"Germany";"2003";228;
"Unemployment";"Women";"20 to 24";"Annual";"Germany";"2003";135;
"Employment";"All persons";"25 to 29";"Annual";"Germany";"2003";3118;
"Employment";"Men";"25 to 29";"Annual";"Germany";"2003";1648;
"Employment";"Women";"25 to 29";"Annual";"Germany";"2003";1470;
"Labour Force";"All persons";"25 to 29";"Annual";"Germany";"2003";3455;
"Labour Force";"Men";"25 to 29";"Annual";"Germany";"2003";1857;
"Labour Force";"Women";"25 to 29";"Annual";"Germany";"2003";1598;
"Population";"All persons";"25 to 29";"Annual";"Germany";"2003";4327;
"Population";"Men";"25 to 29";"Annual";"Germany";"2003";2182;
"Population";"Women";"25 to 29";"Annual";"Germany";"2003";2145;
"Unemployment";"All persons";"25 to 29";"Annual";"Germany";"2003";337;
"Unemployment";"Men";"25 to 29";"Annual";"Germany";"2003";209;
"Unemployment";"Women";"25 to 29";"Annual";"Germany";"2003";128;
"Employment";"All persons";"30 to 34";"Annual";"Germany";"2003";4341;
"Employment";"Men";"30 to 34";"Annual";"Germany";"2003";2428;
"Employment";"Women";"30 to 34";"Annual";"Germany";"2003";1913;
"Labour Force";"All persons";"30 to 34";"Annual";"Germany";"2003";4761;
"Labour Force";"Men";"30 to 34";"Annual";"Germany";"2003";2678;
"Labour Force";"Women";"30 to 34";"Annual";"Germany";"2003";2083;
"Population";"All persons";"30 to 34";"Annual";"Germany";"2003";5739;
"Population";"Men";"30 to 34";"Annual";"Germany";"2003";2941;
"Population";"Women";"30 to 34";"Annual";"Germany";"2003";2798;
"Unemployment";"All persons";"30 to 34";"Annual";"Germany";"2003";420;
"Unemployment";"Men";"30 to 34";"Annual";"Germany";"2003";250;
"Unemployment";"Women";"30 to 34";"Annual";"Germany";"2003";170;
"Employment";"All persons";"35 to 39";"Annual";"Germany";"2003";5511;
"Employment";"Men";"35 to 39";"Annual";"Germany";"2003";3063;
"Employment";"Women";"35 to 39";"Annual";"Germany";"2003";2448;
"Labour Force";"All persons";"35 to 39";"Annual";"Germany";"2003";6028;
"Labour Force";"Men";"35 to 39";"Annual";"Germany";"2003";3341;
"Labour Force";"Women";"35 to 39";"Annual";"Germany";"2003";2687;
"Population";"All persons";"35 to 39";"Annual";"Germany";"2003";6940;
"Population";"Men";"35 to 39";"Annual";"Germany";"2003";3525;
"Population";"Women";"35 to 39";"Annual";"Germany";"2003";3415;
"Unemployment";"All persons";"35 to 39";"Annual";"Germany";"2003";518;
"Unemployment";"Men";"35 to 39";"Annual";"Germany";"2003";279;
"Unemployment";"Women";"35 to 39";"Annual";"Germany";"2003";239;
"Employment";"All persons";"40 to 44";"Annual";"Germany";"2003";5461;
"Employment";"Men";"40 to 44";"Annual";"Germany";"2003";2995;
"Employment";"Women";"40 to 44";"Annual";"Germany";"2003";2466;
"Labour Force";"All persons";"40 to 44";"Annual";"Germany";"2003";5992;
"Labour Force";"Men";"40 to 44";"Annual";"Germany";"2003";3285;
"Labour Force";"Women";"40 to 44";"Annual";"Germany";"2003";2707;
"Population";"All persons";"40 to 44";"Annual";"Germany";"2003";6627;
"Population";"Men";"40 to 44";"Annual";"Germany";"2003";3397;
"Population";"Women";"40 to 44";"Annual";"Germany";"2003";3230;
"Unemployment";"All persons";"40 to 44";"Annual";"Germany";"2003";532;
"Unemployment";"Men";"40 to 44";"Annual";"Germany";"2003";290;
"Unemployment";"Women";"40 to 44";"Annual";"Germany";"2003";242;
"Employment";"All persons";"45 to 49";"Annual";"Germany";"2003";4726;
"Employment";"Men";"45 to 49";"Annual";"Germany";"2003";2510;
"Employment";"Women";"45 to 49";"Annual";"Germany";"2003";2216;
"Labour Force";"All persons";"45 to 49";"Annual";"Germany";"2003";5209;
"Labour Force";"Men";"45 to 49";"Annual";"Germany";"2003";2777;
"Labour Force";"Women";"45 to 49";"Annual";"Germany";"2003";2432;
"Population";"All persons";"45 to 49";"Annual";"Germany";"2003";5824;
"Population";"Men";"45 to 49";"Annual";"Germany";"2003";2906;
"Population";"Women";"45 to 49";"Annual";"Germany";"2003";2918;
"Unemployment";"All persons";"45 to 49";"Annual";"Germany";"2003";482;
"Unemployment";"Men";"45 to 49";"Annual";"Germany";"2003";267;
"Unemployment";"Women";"45 to 49";"Annual";"Germany";"2003";215;
"Employment";"All persons";"50 to 54";"Annual";"Germany";"2003";4254;
"Employment";"Men";"50 to 54";"Annual";"Germany";"2003";2297;
"Employment";"Women";"50 to 54";"Annual";"Germany";"2003";1957;
"Labour Force";"All persons";"50 to 54";"Annual";"Germany";"2003";4723;
"Labour Force";"Men";"50 to 54";"Annual";"Germany";"2003";2560;
"Labour Force";"Women";"50 to 54";"Annual";"Germany";"2003";2163;
"Population";"All persons";"50 to 54";"Annual";"Germany";"2003";5606;
"Population";"Men";"50 to 54";"Annual";"Germany";"2003";2788;
"Population";"Women";"50 to 54";"Annual";"Germany";"2003";2818;
"Unemployment";"All persons";"50 to 54";"Annual";"Germany";"2003";469;
"Unemployment";"Men";"50 to 54";"Annual";"Germany";"2003";263;
"Unemployment";"Women";"50 to 54";"Annual";"Germany";"2003";206;
"Employment";"All persons";"55 to 59";"Annual";"Germany";"2003";2800;
"Employment";"Men";"55 to 59";"Annual";"Germany";"2003";1605;
"Employment";"Women";"55 to 59";"Annual";"Germany";"2003";1195;
"Labour Force";"All persons";"55 to 59";"Annual";"Germany";"2003";3150;
"Labour Force";"Men";"55 to 59";"Annual";"Germany";"2003";1798;
"Labour Force";"Women";"55 to 59";"Annual";"Germany";"2003";1352;
"Population";"All persons";"55 to 59";"Annual";"Germany";"2003";4657;
"Population";"Men";"55 to 59";"Annual";"Germany";"2003";2351;
"Population";"Women";"55 to 59";"Annual";"Germany";"2003";2306;
"Unemployment";"All persons";"55 to 59";"Annual";"Germany";"2003";350;
"Unemployment";"Men";"55 to 59";"Annual";"Germany";"2003";193;
"Unemployment";"Women";"55 to 59";"Annual";"Germany";"2003";157;
"Employment";"All persons";"60 to 64";"Annual";"Germany";"2003";1363;
"Employment";"Men";"60 to 64";"Annual";"Germany";"2003";903;
"Employment";"Women";"60 to 64";"Annual";"Germany";"2003";460;
"Labour Force";"All persons";"60 to 64";"Annual";"Germany";"2003";1459;
"Labour Force";"Men";"60 to 64";"Annual";"Germany";"2003";971;
"Labour Force";"Women";"60 to 64";"Annual";"Germany";"2003";488;
"Population";"All persons";"60 to 64";"Annual";"Germany";"2003";6027;
"Population";"Men";"60 to 64";"Annual";"Germany";"2003";2972;
"Population";"Women";"60 to 64";"Annual";"Germany";"2003";3055;
"Unemployment";"All persons";"60 to 64";"Annual";"Germany";"2003";96;
"Unemployment";"Men";"60 to 64";"Annual";"Germany";"2003";68;
"Unemployment";"Women";"60 to 64";"Annual";"Germany";"2003";28;
"Employment";"All persons";"70 to 74";"Annual";"Germany";"2003";100;
"Employment";"Men";"70 to 74";"Annual";"Germany";"2003";65;
"Employment";"Women";"70 to 74";"Annual";"Germany";"2003";35;
"Labour Force";"All persons";"70 to 74";"Annual";"Germany";"2003";101;
"Labour Force";"Men";"70 to 74";"Annual";"Germany";"2003";65;
"Labour Force";"Women";"70 to 74";"Annual";"Germany";"2003";36;
"Population";"All persons";"70 to 74";"Annual";"Germany";"2003";3739;
"Population";"Men";"70 to 74";"Annual";"Germany";"2003";1671;
"Population";"Women";"70 to 74";"Annual";"Germany";"2003";2068;
"Unemployment";"All persons";"70 to 74";"Annual";"Germany";"2003";1;
"Unemployment";"Men";"70 to 74";"Annual";"Germany";"2003";0;
"Unemployment";"Women";"70 to 74";"Annual";"Germany";"2003";1;
"Employment";"All persons";"75+";"Annual";"Germany";"2003";53;
"Employment";"Men";"75+";"Annual";"Germany";"2003";32;
"Employment";"Women";"75+";"Annual";"Germany";"2003";21;
"Labour Force";"All persons";"75+";"Annual";"Germany";"2003";54;
"Labour Force";"Men";"75+";"Annual";"Germany";"2003";33;
"Labour Force";"Women";"75+";"Annual";"Germany";"2003";21;
"Population";"All persons";"75+";"Annual";"Germany";"2003";5931;
"Population";"Men";"75+";"Annual";"Germany";"2003";1984;
"Population";"Women";"75+";"Annual";"Germany";"2003";3947;
"Unemployment";"All persons";"75+";"Annual";"Germany";"2003";0;
"Unemployment";"Men";"75+";"Annual";"Germany";"2003";0;
"Unemployment";"Women";"75+";"Annual";"Germany";"2003";0;
"Employment";"All persons";"Total";"Annual";"Germany";"2003";35845;
"Employment";"Men";"Total";"Annual";"Germany";"2003";19710;
"Employment";"Women";"Total";"Annual";"Germany";"2003";16135;
"Labour Force";"All persons";"Total";"Annual";"Germany";"2003";39505;
"Labour Force";"Men";"Total";"Annual";"Germany";"2003";21810;
"Labour Force";"Women";"Total";"Annual";"Germany";"2003";17695;
"Population";"All persons";"Total";"Annual";"Germany";"2003";54819;
"Population";"Men";"Total";"Annual";"Germany";"2003";27620;
"Population";"Women";"Total";"Annual";"Germany";"2003";27199;
"Unemployment";"All persons";"Total";"Annual";"Germany";"2003";3661;
"Unemployment";"Men";"Total";"Annual";"Germany";"2003";2101;
"Unemployment";"Women";"Total";"Annual";"Germany";"2003";1560;
"Employment";"All persons";"15 to 19";"Annual";"Germany";"2004";1179;
"Employment";"Men";"15 to 19";"Annual";"Germany";"2004";663;
"Employment";"Women";"15 to 19";"Annual";"Germany";"2004";516;
"Labour Force";"All persons";"15 to 19";"Annual";"Germany";"2004";1305;
"Labour Force";"Men";"15 to 19";"Annual";"Germany";"2004";729;
"Labour Force";"Women";"15 to 19";"Annual";"Germany";"2004";576;
"Population";"All persons";"15 to 19";"Annual";"Germany";"2004";4663;
"Population";"Men";"15 to 19";"Annual";"Germany";"2004";2380;
"Population";"Women";"15 to 19";"Annual";"Germany";"2004";2283;
"Unemployment";"All persons";"15 to 19";"Annual";"Germany";"2004";128;
